frame_num,visible,x,y
C0035_000000,1,0.022395833333333334,0.39166666666666666
C0035_000001,1,0.020833333333333332,0.38697916666666665
C0035_000002,1,0.019270833333333334,0.3796875
C0035_000003,1,0.01875,0.37447916666666664
C0035_000004,1,0.0171875,0.3692708333333333
C0035_000005,1,0.016666666666666666,0.3640625
C0035_000006,1,0.015104166666666667,0.35989583333333336
C0035_000007,1,0.014583333333333334,0.3572916666666667
C0035_000008,1,0.0140625,0.35260416666666666
C0035_000009,1,0.0125,0.35
C0035_000010,1,0.011458333333333333,0.3463541666666667
C0035_000011,1,0.010416666666666666,0.34427083333333336
C0035_000012,1,0.009895833333333333,0.3421875
C0035_000013,1,0.009375,0.33958333333333335
C0035_000014,1,0.0078125,0.3380208333333333
C0035_000015,1,0.007291666666666667,0.3359375
C0035_000016,1,0.0067708333333333336,0.33489583333333334
C0035_000017,1,0.00625,0.33489583333333334
C0035_000018,1,0.005208333333333333,0.33541666666666664
C0035_000019,1,0.005729166666666666,0.3338541666666667
C0035_000020,1,0.004166666666666667,0.33489583333333334
C0035_000021,1,0.0796875,0.5041666666666667
C0035_000022,1,0.09375,0.5119791666666667
C0035_000023,1,0.10520833333333333,0.5182291666666666
C0035_000024,1,0.11822916666666666,0.5244791666666667
C0035_000025,1,0.134375,0.5354166666666667
C0035_000026,1,0.14583333333333334,0.5421875
C0035_000027,1,0.15729166666666666,0.5515625
C0035_000028,1,0.1703125,0.559375
C0035_000029,1,0.18229166666666666,0.56875
C0035_000030,1,0.1953125,0.5796875
C0035_000031,1,0.20729166666666668,0.5885416666666666
C0035_000032,1,0.21875,0.6
C0035_000033,1,0.23229166666666667,0.6109375
C0035_000034,1,0.2453125,0.6213541666666667
C0035_000035,1,0.2546875,0.6213541666666667
C0035_000036,1,0.2630208333333333,0.609375
C0035_000037,1,0.27395833333333336,0.596875
C0035_000038,1,0.2828125,0.5880208333333333
C0035_000039,1,0.2911458333333333,0.5802083333333333
C0035_000040,1,0.30104166666666665,0.5692708333333333
C0035_000041,1,0.3098958333333333,0.5588541666666667
C0035_000042,1,0.31979166666666664,0.5479166666666667
C0035_000043,1,0.328125,0.5421875
C0035_000044,1,0.3359375,0.5322916666666667
C0035_000045,1,0.3458333333333333,0.5244791666666667
C0035_000046,1,0.3536458333333333,0.5171875
C0035_000047,1,0.3625,0.5104166666666666
C0035_000048,1,0.371875,0.5026041666666666
C0035_000049,1,0.3802083333333333,0.4984375
C0035_000050,1,0.3890625,0.49114583333333334
C0035_000051,1,0.39895833333333336,0.4864583333333333
C0035_000052,1,0.40729166666666666,0.48072916666666665
C0035_000053,1,0.41458333333333336,0.47604166666666664
C0035_000054,1,0.42291666666666666,0.4734375
C0035_000055,1,0.4317708333333333,0.46979166666666666
C0035_000056,1,0.4390625,0.4671875
C0035_000057,1,0.4484375,0.4635416666666667
C0035_000058,1,0.45729166666666665,0.45989583333333334
C0035_000059,1,0.46510416666666665,0.459375
C0035_000060,1,0.4744791666666667,0.45729166666666665
C0035_000061,1,0.48125,0.4546875
C0035_000062,1,0.4895833333333333,0.45364583333333336
C0035_000063,1,0.49895833333333334,0.45364583333333336
C0035_000064,1,0.50625,0.45260416666666664
C0035_000065,1,0.5145833333333333,0.4505208333333333
C0035_000066,1,0.521875,0.45260416666666664
C0035_000067,1,0.5307291666666667,0.4552083333333333
C0035_000068,1,0.5385416666666667,0.4552083333333333
C0035_000069,1,0.5473958333333333,0.45677083333333335
C0035_000070,1,0.5546875,0.4578125
C0035_000071,1,0.5630208333333333,0.4609375
C0035_000072,1,0.5703125,0.4640625
C0035_000073,1,0.5786458333333333,0.46770833333333334
C0035_000074,1,0.5869791666666667,0.46979166666666666
C0035_000075,1,0.5953125,0.4739583333333333
C0035_000076,1,0.6020833333333333,0.478125
C0035_000077,1,0.609375,0.48333333333333334
C0035_000078,1,0.6177083333333333,0.48854166666666665
C0035_000079,1,0.6260416666666667,0.49270833333333336
C0035_000080,1,0.6328125,0.4979166666666667
C0035_000081,1,0.6411458333333333,0.503125
C0035_000082,1,0.6479166666666667,0.5098958333333333
C0035_000083,1,0.6567708333333333,0.5177083333333333
C0035_000084,1,0.6635416666666667,0.5239583333333333
C0035_000085,1,0.6697916666666667,0.5317708333333333
C0035_000086,1,0.678125,0.5385416666666667
C0035_000087,1,0.6864583333333333,0.5463541666666667
C0035_000088,1,0.69375,0.5541666666666667
C0035_000089,1,0.7005208333333334,0.5640625
C0035_000090,1,0.7067708333333333,0.5697916666666667
C0035_000091,1,0.7140625,0.5786458333333333
C0035_000092,1,0.7223958333333333,0.5885416666666666
C0035_000093,1,0.7286458333333333,0.5947916666666667
C0035_000094,1,0.7348958333333333,0.5864583333333333
C0035_000095,1,0.740625,0.5755208333333334
C0035_000096,1,0.746875,0.5661458333333333
C0035_000097,1,0.753125,0.5572916666666666
C0035_000098,1,0.7598958333333333,0.5489583333333333
C0035_000099,1,0.7661458333333333,0.5416666666666666
C0035_000100,1,0.7734375,0.5328125
C0035_000101,1,0.7770833333333333,0.5255208333333333
C0035_000102,1,0.7838541666666666,0.5182291666666666
C0035_000103,1,0.7901041666666667,0.5104166666666666
C0035_000104,1,0.7958333333333333,0.5057291666666667
C0035_000105,1,0.8026041666666667,0.4984375
C0035_000106,1,0.8083333333333333,0.490625
C0035_000107,1,0.8151041666666666,0.4890625
C0035_000108,1,0.8208333333333333,0.4828125
C0035_000109,1,0.8260416666666667,0.478125
C0035_000110,1,0.8322916666666667,0.47552083333333334
C0035_000111,1,0.8385416666666666,0.47239583333333335
C0035_000112,1,0.8453125,0.46875
C0035_000113,1,0.8520833333333333,0.4635416666666667
C0035_000114,1,0.85625,0.46145833333333336
C0035_000115,1,0.8614583333333333,0.459375
C0035_000116,1,0.8520833333333333,0.4510416666666667
C0035_000117,1,0.8411458333333334,0.4453125
C0035_000118,1,0.8286458333333333,0.43697916666666664
C0035_000119,1,0.81875,0.4328125
C0035_000120,1,0.8078125,0.4276041666666667
C0035_000121,1,0.7953125,0.4192708333333333
C0035_000122,1,0.784375,0.4161458333333333
C0035_000123,1,0.7755208333333333,0.4109375
C0035_000124,1,0.7640625,0.4088541666666667
C0035_000125,1,0.7536458333333333,0.40520833333333334
C0035_000126,1,0.74375,0.4015625
C0035_000127,1,0.7328125,0.39895833333333336
C0035_000128,1,0.721875,0.39479166666666665
C0035_000129,1,0.7114583333333333,0.39427083333333335
C0035_000130,1,0.7020833333333333,0.390625
C0035_000131,1,0.6921875,0.390625
C0035_000132,1,0.6822916666666666,0.39010416666666664
C0035_000133,1,0.6713541666666667,0.3875
C0035_000134,1,0.6625,0.3875
C0035_000135,1,0.6520833333333333,0.3890625
C0035_000136,1,0.6416666666666667,0.38958333333333334
C0035_000137,1,0.6317708333333333,0.39010416666666664
C0035_000138,1,0.6234375,0.3921875
C0035_000139,1,0.6125,0.3921875
C0035_000140,1,0.603125,0.3932291666666667
C0035_000141,1,0.5942708333333333,0.39739583333333334
C0035_000142,1,0.5838541666666667,0.4
C0035_000143,1,0.5744791666666667,0.40260416666666665
C0035_000144,1,0.5661458333333333,0.40520833333333334
C0035_000145,1,0.5567708333333333,0.409375
C0035_000146,1,0.5479166666666667,0.41302083333333334
C0035_000147,1,0.5380208333333333,0.4166666666666667
C0035_000148,1,0.5302083333333333,0.42083333333333334
C0035_000149,1,0.5197916666666667,0.4276041666666667
C0035_000150,1,0.5109375,0.4317708333333333
C0035_000151,1,0.5026041666666666,0.43802083333333336
C0035_000152,1,0.4942708333333333,0.44427083333333334
